大分類,商品ID,売上
"食品",9939476,57
"化粧品",9910573,6035
"食品",9916122,546
"化粧品",9903737,48554
"化粧品",9939480,816
"化粧品",9916551,2700
"化粧品",9906357,22600
"化粧品",9906358,1650
"バッグ",9916121,13597
"化粧品",9905050,1076
"バッグ",9909738,7892
"バッグ",9925973,5077
"バッグ",9939484,5509
"バッグ",9908057,5509
"化粧品",9901942,13314
"化粧品",9910700,47000
"化粧品",9923083,15784
"食品",9902509,300
"化粧品",9939501,55575
"化粧品",9911890,1316
"化粧品",9913582,2076
"化粧品",9902389,668
"化粧品",9907567,419
"バッグ",9939503,7154
"バッグ",9939504,7631
"化粧品",9937358,1970
"化粧品",9927159,16729
"バッグ",9903397,131520
"食品",9919014,43492
"食品",9904992,6316
"バッグ",9925382,7077
"食品",9939507,1420
"バッグ",9911326,8901
"食品",9918224,904
"化粧品",9903414,790
"化粧品",9906221,139
"化粧品",9917345,139
"化粧品",9911425,23400
"化粧品",9921835,3630
"化粧品",9939510,23500
"バッグ",9918197,26880
"食品",9903900,8470
"バッグ",9914696,8190
"バッグ",9939516,12569
"化粧品",9900195,2288
"化粧品",9936367,5477
"化粧品",9902669,360
"化粧品",9915968,2937
"バッグ",9911334,5106
"バッグ",9931308,1375
"化粧品",9902478,1170
"食品",9904537,2496
"食品",9926437,1621
"化粧品",9909768,15799
"化粧品",9928945,2044
"化粧品",9910168,27952
"化粧品",9900316,447
"バッグ",9920959,5210
"食品",9939523,7000
"バッグ",9910305,16100
"バッグ",9910301,14560
"食品",9935396,7000
"食品",9939536,8129
"バッグ",9908607,17557
"バッグ",9939540,6977
"バッグ",9939539,14022
"食品",9909469,14316
"食品",9939533,7182
"食品",9939530,23537
"食品",9939522,5459
"食品",9939525,15167
"食品",9939529,6825
"食品",9939535,21123
"食品",9939524,15167
"食品",9939531,7515
"食品",9939534,17949
"食品",9939527,13233
"食品",9939549,1853
"食品",9930141,13233
"食品",9928676,8114
"食品",9917888,8755
"化粧品",9939550,19000
"食品",9939528,16537
"食品",9921428,1922
"バッグ",9939547,5586
"食品",9939542,1258
"食品",9939538,14374
"食品",9939526,19555
"食品",9939532,7428
"食品",9939537,4828
"食品",9937525,4828
"化粧品",9939543,10331
"化粧品",9933571,1652
"化粧品",9939544,2470
"化粧品",9930987,2118
"化粧品",9932189,1425
"化粧品",9939545,3458
"化粧品",9939548,2161
"化粧品",9939546,4095
"化粧品",9903191,4950
"化粧品",9935990,3840
"化粧品",9925721,5460
"化粧品",9912708,1920
"化粧品",9935987,2730
"化粧品",9903935,14682
"化粧品",9912717,6576
"化粧品",9920214,2229
"化粧品",9909047,2423
"化粧品",9916071,2423
"化粧品",9912714,6687
"化粧品",9909046,4846
"化粧品",9920558,2229
"食品",9915909,11380
"化粧品",9939565,1580
"化粧品",9939564,5082
"食品",9908936,39900
"バッグ",9939574,534
"化粧品",9903465,6793
"化粧品",9936691,1663
"化粧品",9936697,4266
"食品",9939572,1818
"バッグ",9939575,1773
"化粧品",9939576,295
"化粧品",9934700,9728
"化粧品",9929172,2730
"バッグ",9939584,780
"化粧品",9916833,3412
"食品",9904221,2993
"化粧品",9939589,2590
"化粧品",9926234,4960
"化粧品",9927062,16320
"化粧品",9927081,180
"食品",9901252,791
"化粧品",9925158,3240
"化粧品",9923266,508
"化粧品",9904589,128
"化粧品",9904606,525
"バッグ",9935514,585
"化粧品",9918062,108
"化粧品",9914208,122760
"食品",9904088,9845
"化粧品",9927970,35150
"化粧品",9904619,54450
"バッグ",9920267,4193
"食品",9937710,29730
"食品",9901653,5738
"化粧品",9909257,610
"食品",9906767,17462
"食品",9907327,2859
"バッグ",9907911,33939
"食品",9920773,1780
"食品",9918402,1337
"化粧品",9939615,2430
"化粧品",9939614,3780
"化粧品",9939616,4540
"バッグ",9915952,576
"バッグ",9900440,9591
"バッグ",9900442,9591
"化粧品",9918961,7572
"バッグ",9939612,2980
"バッグ",9939624,7400
"化粧品",9911415,6106
"化粧品",9902876,8256
"化粧品",9939625,39000
"化粧品",9908177,27888
"食品",9902661,107998
"化粧品",9921716,4290
"食品",9909716,4095
"食品",9907876,16955
"化粧品",9908937,3336
"化粧品",9907664,4634
"化粧品",9900397,27825
"食品",9921072,58
"化粧品",9918817,415
"化粧品",9912962,437
"食品",9905336,8497
"化粧品",9939630,5538
"化粧品",9904955,1782
"食品",9931142,1938
"食品",9910921,1938
"化粧品",9939674,2584
"化粧品",9910600,357
"化粧品",9939676,282
"化粧品",9901941,13816
"化粧品",9916002,2120
"化粧品",9920588,404
"バッグ",9922175,4056
"化粧品",9904971,10800
"化粧品",9924511,16756
"バッグ",9939669,1535
"化粧品",9939680,1745
"化粧品",9939684,3586
"化粧品",9930599,28320
"化粧品",9901949,4108
"化粧品",9907478,3400
"化粧品",9908655,525
"化粧品",9904996,780
"食品",9913260,3932
"化粧品",9911090,226
"食品",9910015,3154
"化粧品",9910253,520
"化粧品",9902924,1226
"化粧品",9916619,1822
"化粧品",9939682,2035
"化粧品",9909816,3416
"化粧品",9907489,2303
"化粧品",9917728,1700
"化粧品",9939678,26900
"バッグ",9900662,600
"バッグ",9924308,16502
"化粧品",9928435,7676
"化粧品",9905919,1800
"化粧品",9905918,1800
"化粧品",9905916,1800
"化粧品",9939679,7700
"化粧品",9939675,2369
"バッグ",9922627,14615
"化粧品",9914778,3620
"化粧品",9902665,2731
"化粧品",9939035,5070
"化粧品",9904990,7200
"バッグ",9918655,400
"化粧品",9910396,2106
"食品",9913933,9300
"食品",9904892,13692
"化粧品",9901430,27900
"化粧品",9902133,3582
"食品",9916774,180
"化粧品",9939696,18270
"食品",9903445,5803
"食品",9907184,213
"バッグ",9929623,6717
"バッグ",9910939,266
"食品",9905141,19631
"化粧品",9939698,19500
"バッグ",9918906,9975
"バッグ",9908847,17968
"バッグ",9912550,1180
"食品",9907126,2205
"バッグ",9908389,400
"バッグ",9909501,1600
"バッグ",9905986,1600
"バッグ",9922314,400
"バッグ",9926917,400
"バッグ",9904207,400
"バッグ",9900047,2000
"バッグ",9904046,597
"化粧品",9921696,9000
"食品",9939702,16729
"バッグ",9910073,763
"バッグ",9906787,3480
"バッグ",9928284,9094
"バッグ",9904325,2688
"食品",9904918,13514
"バッグ",9904324,2040
"バッグ",9900756,3465
"化粧品",9908795,3510
"化粧品",9910697,3345
"バッグ",9915687,800
"化粧品",9903476,4752
"化粧品",9939723,49770
"バッグ",9939727,552
"化粧品",9914915,19950
"化粧品",9909508,35754
"バッグ",9927728,6268
"食品",9917918,238
"化粧品",9904296,8831
"化粧品",9904302,10937
"化粧品",9910883,6112
"化粧品",9908137,24400
"食品",9923117,10917
"化粧品",9900757,1476
"バッグ",9924834,7584
"化粧品",9939739,106154
"化粧品",9910455,2550
"バッグ",9913655,16257
"化粧品",9925525,2010
"化粧品",9909207,14000
"化粧品",9924236,1894
"食品",9904089,32100
"化粧品",9915430,4530
"化粧品",9937179,1870
"化粧品",9937178,1870
"化粧品",9939740,1870
"化粧品",9939741,1870
"化粧品",9900899,8370
"化粧品",9908404,2803
"化粧品",9902765,2654
"化粧品",9902770,3324
"化粧品",9909964,8609
"バッグ",9904912,3642
"化粧品",9910468,23940
"化粧品",9905826,63000
"バッグ",9914981,66380
"食品",9908182,11604
"バッグ",9920912,1200
"化粧品",9925903,2057
"化粧品",9927149,6070
"化粧品",9924465,12419
"化粧品",9904350,7453
"化粧品",9910745,14850
"バッグ",9939754,5220
"バッグ",9939753,5130
"化粧品",9939756,2318
"化粧品",9905992,7718
"食品",9914928,6160
"化粧品",9939758,342
"化粧品",9939757,594
"化粧品",9930298,900
"食品",9914527,4195
"化粧品",9924069,25259
"化粧品",9918495,3740
"化粧品",9910411,1257
"化粧品",9923990,13032
"化粧品",9939759,2070
"食品",9924888,2806
"化粧品",9916270,17340
"化粧品",9930834,19559
"化粧品",9939761,708
"化粧品",9903035,26950
"食品",9935345,296
"化粧品",9901753,16536
"食品",9911087,860
"食品",9904594,1794
"化粧品",9904575,2100
"化粧品",9915006,4140
"バッグ",9928909,400
"化粧品",9919251,44000
"化粧品",9912680,4615
"化粧品",9926687,13200
"化粧品",9914138,664
"食品",9900595,8102
"化粧品",9900906,4050
"化粧品",9906011,3658
"バッグ",9912782,2679
"バッグ",9917972,4790
"食品",9917083,6284
"化粧品",9900788,1116
"バッグ",9902338,7110
"バッグ",9939770,300
"食品",9917163,4320
"化粧品",9912651,11520
"食品",9917161,4320
"化粧品",9939749,2820
"化粧品",9902778,12043
"化粧品",9919518,1770
"化粧品",9925368,3000
"化粧品",9909286,4284
"化粧品",9908518,442
"食品",9907533,35783
"化粧品",9919022,3680
"食品",9902686,236
"化粧品",9905582,791
"食品",9910975,56925
"化粧品",9915575,8098
"化粧品",9928031,16130
"化粧品",9908859,6048
"化粧品",9900424,11730
"食品",9904336,3081
"化粧品",9939794,3840
"化粧品",9904280,10250
"食品",9909311,398
"バッグ",9902547,4730
"化粧品",9917586,8334
"化粧品",9903280,27200
"化粧品",9907928,9745
"化粧品",9939815,504
"バッグ",9915635,68655
"バッグ",9913727,4256
"バッグ",9914728,1967
"食品",9906220,2820
"バッグ",9913721,12288
"バッグ",9919168,2155
"化粧品",9908455,2745
"食品",9905865,168
"食品",9910390,82
"食品",9921367,82
"化粧品",9933276,1310
"バッグ",9907114,35922
"食品",9911871,8955
"食品",9904079,1296
"バッグ",9904077,2723
"バッグ",9904203,800
"化粧品",9905053,1199
"化粧品",9939818,1199
"化粧品",9901651,2216
"化粧品",9925749,3900
"化粧品",9920298,146
"化粧品",9911860,4400
"化粧品",9930393,4100
"化粧品",9921386,39600
"化粧品",9906137,1825
"化粧品",9904727,245
"化粧品",9927931,6670
"化粧品",9939833,2300
"化粧品",9911541,71455
"バッグ",9904498,3293
"食品",9922016,716
"バッグ",9924325,1200
"バッグ",9905161,108400
"化粧品",9900192,398
"化粧品",9901817,7215
"化粧品",9902865,1360
"化粧品",9915961,10038
"化粧品",9939838,14431
"化粧品",9905464,37928
"食品",9919899,7600
"食品",9935850,94397
"化粧品",9914876,6770
"バッグ",9906612,2000
"バッグ",9930785,1500
"化粧品",9903618,2442
"化粧品",9933784,16200
"化粧品",9906799,19536
"化粧品",9900517,5278
"化粧品",9912490,776
"化粧品",9912489,778
"化粧品",9923134,776
"化粧品",9923133,1176
"化粧品",9918296,1320
"化粧品",9906800,72480
"化粧品",9939842,1022
"化粧品",9902128,1250
"バッグ",9921396,665
"化粧品",9939843,1228
"化粧品",9905052,1431
"化粧品",9905051,1431
"化粧品",9902904,623
"化粧品",9906185,6392
"食品",9902529,6063
"化粧品",9933303,11850
"化粧品",9914998,57841
"化粧品",9930187,14313
"化粧品",9930107,5700
"化粧品",9906717,180
"化粧品",9939845,3662
"化粧品",9923989,780
"化粧品",9906466,1593
"化粧品",9910506,351
"バッグ",9927925,13992
"化粧品",9924438,960
"化粧品",9905083,1673
"化粧品",9911190,2160
"化粧品",9909710,5230
"食品",9909936,6576
"食品",9907874,2475
"食品",9915892,2960
"バッグ",9900865,926
"化粧品",9900887,2248
"化粧品",9900889,1851
"化粧品",9908482,1612
"バッグ",9908429,13518
"食品",9912146,1783
"化粧品",9916345,6666
"化粧品",9903945,1890
"化粧品",9910752,13962
"バッグ",9904206,11118
"バッグ",9939859,1178
"化粧品",9912262,180
"化粧品",9929815,22800
"バッグ",9924462,5538
"化粧品",9923262,298
"化粧品",9935958,10500
"バッグ",9909371,5929
"化粧品",9911297,10604
"食品",9904076,3410
"化粧品",9901765,900
"化粧品",9908705,3100
"化粧品",9917628,75800
"化粧品",9925034,1260
"化粧品",9906298,219
"化粧品",9939869,275
"食品",9906238,140
"食品",9923868,110
"化粧品",9909565,2145
"化粧品",9911806,9300
"化粧品",9939877,8835
"化粧品",9928464,1905
"化粧品",9917741,8835
"バッグ",9939875,5700
"バッグ",9907438,11136
"バッグ",9910437,5095
"バッグ",9907456,10294
"バッグ",9920087,5948
"化粧品",9914409,22230
"食品",9939876,6318
"食品",9939873,10987
"バッグ",9939870,2660
"化粧品",9910281,12231
"化粧品",9903934,1188
"化粧品",9900315,19239
"バッグ",9921633,3900
"食品",9917744,1021
"バッグ",9911916,2550
"化粧品",9907286,2736
"バッグ",9939885,8106
"化粧品",9925553,5400
"化粧品",9924252,4050
"化粧品",9902769,17060
"化粧品",9904377,3490
"食品",9925561,3138
"食品",9939887,11235
"食品",9939888,7057
"食品",9900791,20468
"化粧品",9901338,590
"化粧品",9902660,643
"食品",9912806,11460
"化粧品",9918020,399
"化粧品",9904634,399
"バッグ",9939899,6720
"化粧品",9902692,212
"化粧品",9939904,13000
"食品",9906386,2241
"バッグ",9939912,1341
"バッグ",9939913,2156
"食品",9921929,200
"食品",9930013,542
"化粧品",9907826,30148
"食品",9939915,1036
"バッグ",9906789,1470
"化粧品",9925722,5640
"化粧品",9913625,4823
"化粧品",9930248,2640
"化粧品",9939925,12090
"食品",9921669,1087
"化粧品",9926856,5460
"化粧品",9914139,13650
"食品",9907183,4544
"バッグ",9906447,1174
"バッグ",9922812,1850
"バッグ",9905831,553
"食品",9939916,3876
"食品",9916408,256
"化粧品",9939921,56848
"化粧品",9906173,30690
"化粧品",9939919,8257
"化粧品",9939926,19550
"化粧品",9939917,9945
"化粧品",9939920,37334
"バッグ",9912176,1907
"化粧品",9914492,395
"バッグ",9906442,326
"化粧品",9934258,10109
"化粧品",9939924,10498
"化粧品",9939918,3348
"化粧品",9939927,20945
"化粧品",9939922,7286
"バッグ",9906499,694
"化粧品",9927124,6660
"化粧品",9920704,536
"化粧品",9939306,3789
"バッグ",9908011,285
"食品",9907138,247
"バッグ",9905291,1160
"バッグ",9902104,1920
"食品",9921463,137
"バッグ",9924545,1580
"化粧品",9939923,7068
"化粧品",9911026,3042
"化粧品",9939307,12292
"バッグ",9917271,27774
"食品",9913587,901
"食品",9917973,551
"食品",9915477,815
"化粧品",9921970,136
"化粧品",9911311,6079
"化粧品",9908907,1102
"化粧品",9931777,1360
"化粧品",9902311,7231
"化粧品",9904300,10216
"化粧品",9902285,7923
"化粧品",9902823,738
"化粧品",9927999,1199
"化粧品",9922762,4680
"化粧品",9914346,2340
"化粧品",9920455,1980
"食品",9901268,6616
"化粧品",9939941,3740
"化粧品",9939942,1870
"化粧品",9918934,3740
"化粧品",9909686,1721
"化粧品",9938752,2266
"化粧品",9903745,12150
"バッグ",9906088,3829
"食品",9914798,418
"食品",9905577,8000
"バッグ",9939948,3868
"化粧品",9900083,8902
"化粧品",9912197,2532
"化粧品",9939950,2354
"化粧品",9905495,14672
"化粧品",9905120,69
"バッグ",9900679,457
"食品",9905670,8794
"食品",9910813,41839
"バッグ",9928543,7448
"食品",9918614,56435
"バッグ",9911597,17749
"食品",9930045,7490
"バッグ",9910171,95067
"バッグ",9910634,16661
"食品",9910625,6440
"化粧品",9934686,6860
"食品",9922326,632
"食品",9906452,31338
"化粧品",9906015,4360
"化粧品",9918374,4360
"化粧品",9930246,2423
"化粧品",9910583,9262
"食品",9908279,3786
"化粧品",9928738,2156
"バッグ",9912042,7600
"化粧品",9915318,5546
"食品",9939973,7980
"化粧品",9927541,4266
"食品",9912843,88066
"化粧品",9913368,1170
"食品",9910335,36227
"食品",9915885,5626
"化粧品",9917599,4180
"化粧品",9939981,936
"化粧品",9915122,2110
"化粧品",9916618,18018
"化粧品",9939980,102015
"バッグ",9914555,5852
"バッグ",9924117,14744
"化粧品",9904334,3478
"化粧品",9904998,58800
"化粧品",9939984,18563
"化粧品",9915378,14250
"バッグ",9931156,285
"食品",9908625,408
"食品",9913684,188
"化粧品",9902894,4650
"食品",9900869,727
"化粧品",9911755,11210
"食品",9901401,1404
"化粧品",9939985,23744
"化粧品",9914763,3417
"化粧品",9912640,1080
"食品",9916452,520
"食品",9919724,34061
"化粧品",9909505,6185
"化粧品",9913473,8311
"食品",9909383,3776
"食品",9926301,2904
"食品",9930525,3264
"食品",9930049,3758
"バッグ",9919691,561
"食品",9921228,1091
"食品",9937781,1020
"化粧品",9929674,4800
"化粧品",9917456,5640
"化粧品",9918659,6654
"化粧品",9925274,3393
"食品",9933724,17600
"バッグ",9926731,12154
"バッグ",9914004,4924
"化粧品",9903041,5048
"化粧品",9908367,600
"化粧品",9914782,3928
"化粧品",9940002,2330
"化粧品",9930767,20384
"化粧品",9903743,12968
"化粧品",9940000,2422
"化粧品",9917066,11520
"化粧品",9939999,2691
"化粧品",9906807,9636
"化粧品",9920034,3264
"食品",9909258,311
"化粧品",9940012,7223
"バッグ",9940010,7223
"化粧品",9907190,936
"化粧品",9903377,31092
"化粧品",9918885,5492
"バッグ",9940009,5624
"バッグ",9905410,1398
"化粧品",9913794,1041
"化粧品",9911347,1719
"化粧品",9913795,1134
"化粧品",9914547,4800
"食品",9928950,262
"化粧品",9913540,605
"化粧品",9907599,12293
"バッグ",9939786,1800
"化粧品",9908702,2793
"化粧品",9921577,1748
"化粧品",9940026,1710
"化粧品",9921576,1748
"化粧品",9900392,6326
"化粧品",9902826,2800
"バッグ",9915830,4194
"バッグ",9906070,2370
"バッグ",9905290,3950
"バッグ",9940018,6178
"バッグ",9940019,5504
"化粧品",9940022,2967
"化粧品",9940025,3157
"化粧品",9940023,2879
"化粧品",9940021,3157
"化粧品",9914952,3011
"化粧品",9918690,792
"化粧品",9902127,2346
"化粧品",9940024,3011
"バッグ",9912899,1007
"食品",9909849,4292
"食品",9912375,6108
"化粧品",9922278,32400
"化粧品",9940044,361
"バッグ",9900988,77345
"化粧品",9910786,33860
"食品",9940053,9776
